S.No.,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,ActiveCases,recoveryRate,MortalityRate
1,30-01-2020,06:00 PM,Kerala,0,0,1,1,0,0
2,31-01-2020,06:00 PM,Kerala,0,0,1,1,0,0
3,01-02-2020,06:00 PM,Kerala,0,0,2,2,0,0
4,02-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
5,03-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
6,04-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
7,05-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
8,06-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
9,07-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
10,08-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
11,09-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
12,10-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
13,11-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
14,12-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
15,13-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
16,14-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
17,15-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
18,16-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
19,17-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
20,18-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
21,19-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
22,20-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
23,21-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
24,22-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
25,23-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
26,24-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
27,25-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
28,26-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
29,27-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
30,28-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
31,29-02-2020,06:00 PM,Kerala,0,0,3,3,0,0
32,01-03-2020,06:00 PM,Kerala,0,0,3,3,0,0
33,02-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
34,02-03-2020,06:00 PM,Kerala,0,0,3,3,0,0
35,02-03-2020,06:00 PM,Delhi,0,0,1,1,0,0
36,03-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
37,03-03-2020,06:00 PM,Rajasthan,0,0,1,1,0,0
38,03-03-2020,06:00 PM,Kerala,3,0,3,0,100,0
39,03-03-2020,06:00 PM,Delhi,0,0,1,1,0,0
40,04-03-2020,06:00 PM,Uttar Pradesh,0,0,6,6,0,0
41,04-03-2020,06:00 PM,Kerala,3,0,3,0,100,0
42,04-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
43,04-03-2020,06:00 PM,Delhi,0,0,1,1,0,0
44,04-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
45,04-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
46,05-03-2020,06:00 PM,Delhi,0,0,2,2,0,0
47,05-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
48,05-03-2020,06:00 PM,Kerala,3,0,3,0,100,0
49,05-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
50,05-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
51,05-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
52,06-03-2020,06:00 PM,Delhi,0,0,3,3,0,0
53,06-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
54,06-03-2020,06:00 PM,Kerala,3,0,3,0,100,0
55,06-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
56,06-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
57,06-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
58,07-03-2020,06:00 PM,Kerala,3,0,3,0,100,0
59,07-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
60,07-03-2020,06:00 PM,Ladakh,0,0,2,2,0,0
61,07-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
62,07-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
63,07-03-2020,06:00 PM,Delhi,0,0,3,3,0,0
64,07-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
65,07-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
66,08-03-2020,06:00 PM,Ladakh,0,0,2,2,0,0
67,08-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
68,08-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
69,08-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
70,08-03-2020,06:00 PM,Kerala,3,0,8,5,37.5,0
71,08-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
72,08-03-2020,06:00 PM,Delhi,0,0,3,3,0,0
73,08-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
74,09-03-2020,06:00 PM,Ladakh,0,0,2,2,0,0
75,09-03-2020,06:00 PM,Karnataka,0,0,1,1,0,0
76,09-03-2020,06:00 PM,Kerala,3,0,9,6,33.33333333,0
77,09-03-2020,06:00 PM,Maharashtra,0,0,2,2,0,0
78,09-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
79,09-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
80,09-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
81,09-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
82,09-03-2020,06:00 PM,Jammu and Kashmir,0,0,1,1,0,0
83,09-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
84,09-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
85,09-03-2020,06:00 PM,Delhi,0,0,4,4,0,0
86,10-03-2020,06:00 PM,Uttar Pradesh,0,0,7,7,0,0
87,10-03-2020,06:00 PM,Ladakh,0,0,2,2,0,0
88,10-03-2020,06:00 PM,Delhi,0,0,4,4,0,0
89,10-03-2020,06:00 PM,Haryana,0,0,2,2,0,0
90,10-03-2020,06:00 PM,Karnataka,0,0,4,4,0,0
91,10-03-2020,06:00 PM,Kerala,3,0,15,12,20,0
92,10-03-2020,06:00 PM,Maharashtra,0,0,5,5,0,0
93,10-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
94,10-03-2020,06:00 PM,Rajasthan,0,0,15,15,0,0
95,10-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
96,10-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
97,10-03-2020,06:00 PM,Jammu and Kashmir,0,0,1,1,0,0
98,11-03-2020,06:00 PM,Maharashtra,0,0,2,2,0,0
99,11-03-2020,06:00 PM,Delhi,0,0,5,5,0,0
100,11-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
101,11-03-2020,06:00 PM,Kerala,3,0,17,14,17.64705882,0
102,11-03-2020,06:00 PM,Rajasthan,0,0,3,3,0,0
103,11-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
104,11-03-2020,06:00 PM,Uttar Pradesh,0,0,9,9,0,0
105,11-03-2020,06:00 PM,Ladakh,0,0,2,2,0,0
106,11-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
107,11-03-2020,06:00 PM,Jammu and Kashmir,0,0,1,1,0,0
108,11-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
109,11-03-2020,06:00 PM,Karnataka,0,0,4,4,0,0
110,12-03-2020,06:00 PM,Delhi,0,0,6,6,0,0
111,12-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
112,12-03-2020,06:00 PM,Kerala,3,0,17,14,17.64705882,0
113,12-03-2020,06:00 PM,Rajasthan,0,0,3,3,0,0
114,12-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
115,12-03-2020,06:00 PM,Uttar Pradesh,0,0,11,11,0,0
116,12-03-2020,06:00 PM,Ladakh,0,0,3,3,0,0
117,12-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
118,12-03-2020,06:00 PM,Jammu and Kashmir,0,0,1,1,0,0
119,12-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
120,12-03-2020,06:00 PM,Karnataka,0,0,4,4,0,0
121,12-03-2020,06:00 PM,Maharashtra,0,0,11,11,0,0
122,12-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
123,13-03-2020,06:00 PM,Delhi,0,0,6,6,0,0
124,13-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
125,13-03-2020,06:00 PM,Kerala,3,0,19,16,15.78947368,0
126,13-03-2020,06:00 PM,Rajasthan,0,0,3,3,0,0
127,13-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
128,13-03-2020,06:00 PM,Uttar Pradesh,0,0,11,11,0,0
129,13-03-2020,06:00 PM,Ladakh,0,0,3,3,0,0
130,13-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
131,13-03-2020,06:00 PM,Jammu and Kashmir,0,0,1,1,0,0
132,13-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
133,13-03-2020,06:00 PM,Karnataka,0,1,6,5,0,16.66666667
134,13-03-2020,06:00 PM,Maharashtra,0,0,14,14,0,0
135,13-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
136,14-03-2020,06:00 PM,Delhi,1,1,7,5,14.28571429,14.28571429
137,14-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
138,14-03-2020,06:00 PM,Kerala,3,0,19,16,15.78947368,0
139,14-03-2020,06:00 PM,Rajasthan,1,0,3,2,33.33333333,0
140,14-03-2020,06:00 PM,Telengana,0,0,1,1,0,0
141,14-03-2020,06:00 PM,Uttar Pradesh,5,0,12,7,41.66666667,0
142,14-03-2020,06:00 PM,Ladakh,0,0,3,3,0,0
143,14-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
144,14-03-2020,06:00 PM,Jammu and Kashmir,0,0,2,2,0,0
145,14-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
146,14-03-2020,06:00 PM,Karnataka,0,1,6,5,0,16.66666667
147,14-03-2020,06:00 PM,Maharashtra,0,0,14,14,0,0
148,14-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
149,15-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
150,15-03-2020,06:00 PM,Delhi,2,1,7,4,28.57142857,14.28571429
151,15-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
152,15-03-2020,06:00 PM,Karnataka,0,1,6,5,0,16.66666667
153,15-03-2020,06:00 PM,Kerala,3,0,22,19,13.63636364,0
154,15-03-2020,06:00 PM,Maharashtra,0,0,32,32,0,0
155,15-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
156,15-03-2020,06:00 PM,Rajasthan,3,0,4,1,75,0
157,15-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
158,15-03-2020,06:00 PM,Telengana,1,0,3,2,33.33333333,0
159,15-03-2020,06:00 PM,Jammu and Kashmir,0,0,2,2,0,0
160,15-03-2020,06:00 PM,Ladakh,0,0,3,3,0,0
161,15-03-2020,06:00 PM,Uttar Pradesh,4,0,13,9,30.76923077,0
162,15-03-2020,06:00 PM,Uttarakhand,0,0,1,1,0,0
163,16-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
164,16-03-2020,06:00 PM,Delhi,2,1,7,4,28.57142857,14.28571429
165,16-03-2020,06:00 PM,Haryana,0,0,14,14,0,0
166,16-03-2020,06:00 PM,Karnataka,0,1,6,5,0,16.66666667
167,16-03-2020,06:00 PM,Kerala,3,0,23,20,13.04347826,0
168,16-03-2020,06:00 PM,Maharashtra,0,0,32,32,0,0
169,16-03-2020,06:00 PM,Odisha,0,0,1,1,0,0
170,16-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
171,16-03-2020,06:00 PM,Rajasthan,3,0,4,1,75,0
172,16-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
173,16-03-2020,06:00 PM,Telengana,1,0,3,2,33.33333333,0
174,16-03-2020,06:00 PM,Jammu and Kashmir,0,0,3,3,0,0
175,16-03-2020,06:00 PM,Ladakh,0,0,4,4,0,0
176,16-03-2020,06:00 PM,Uttar Pradesh,4,0,13,9,30.76923077,0
177,16-03-2020,06:00 PM,Uttarakhand,0,0,1,1,0,0
178,17-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
179,17-03-2020,06:00 PM,Delhi,2,1,8,5,25,12.5
180,17-03-2020,06:00 PM,Haryana,0,0,15,15,0,0
181,17-03-2020,06:00 PM,Karnataka,0,1,11,10,0,9.090909091
182,17-03-2020,06:00 PM,Kerala,3,0,26,23,11.53846154,0
183,17-03-2020,06:00 PM,Maharashtra,0,1,39,38,0,2.564102564
184,17-03-2020,06:00 PM,Odisha,0,0,1,1,0,0
185,17-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
186,17-03-2020,06:00 PM,Rajasthan,3,0,4,1,75,0
187,17-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
188,17-03-2020,06:00 PM,Telengana,1,0,5,4,20,0
189,17-03-2020,06:00 PM,Jammu and Kashmir,0,0,3,3,0,0
190,17-03-2020,06:00 PM,Ladakh,0,0,6,6,0,0
191,17-03-2020,06:00 PM,Uttar Pradesh,5,0,15,10,33.33333333,0
192,17-03-2020,06:00 PM,Uttarakhand,0,0,1,1,0,0
193,18-03-2020,06:00 PM,Andhra Pradesh,0,0,1,1,0,0
194,18-03-2020,06:00 PM,Delhi,2,1,10,7,20,10
195,18-03-2020,06:00 PM,Haryana,0,0,17,17,0,0
196,18-03-2020,06:00 PM,Karnataka,0,1,11,10,0,9.090909091
197,18-03-2020,06:00 PM,Kerala,3,0,27,24,11.11111111,0
198,18-03-2020,06:00 PM,Maharashtra,0,1,42,41,0,2.380952381
199,18-03-2020,06:00 PM,Odisha,0,0,1,1,0,0
200,18-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
201,18-03-2020,06:00 PM,Punjab,0,0,1,1,0,0
202,18-03-2020,06:00 PM,Rajasthan,3,0,4,1,75,0
203,18-03-2020,06:00 PM,Tamil Nadu,0,0,1,1,0,0
204,18-03-2020,06:00 PM,Telengana,1,0,6,5,16.66666667,0
205,18-03-2020,06:00 PM,Jammu and Kashmir,0,0,3,3,0,0
206,18-03-2020,06:00 PM,Ladakh,0,0,8,8,0,0
207,18-03-2020,06:00 PM,Uttar Pradesh,5,0,16,11,31.25,0
208,18-03-2020,06:00 PM,Uttarakhand,0,0,1,1,0,0
209,18-03-2020,06:00 PM,West Bengal,0,0,1,1,0,0
210,19-03-2020,06:00 PM,Andhra Pradesh,0,0,2,2,0,0
211,19-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
212,19-03-2020,06:00 PM,Delhi,3,1,12,8,25,8.333333333
213,19-03-2020,06:00 PM,Haryana,0,0,17,17,0,0
214,19-03-2020,06:00 PM,Karnataka,0,1,14,13,0,7.142857143
215,19-03-2020,06:00 PM,Kerala,3,0,27,24,11.11111111,0
216,19-03-2020,06:00 PM,Maharashtra,0,1,47,46,0,2.127659574
217,19-03-2020,06:00 PM,Odisha,0,0,1,1,0,0
218,19-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
219,19-03-2020,06:00 PM,Punjab,0,1,2,1,0,50
220,19-03-2020,06:00 PM,Rajasthan,3,0,7,4,42.85714286,0
221,19-03-2020,06:00 PM,Tamil Nadu,1,0,2,1,50,0
222,19-03-2020,06:00 PM,Telengana,1,0,6,5,16.66666667,0
223,19-03-2020,06:00 PM,Chandigarh,0,0,1,1,0,0
224,19-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
225,19-03-2020,06:00 PM,Ladakh,0,0,8,8,0,0
226,19-03-2020,06:00 PM,Uttar Pradesh,9,0,19,10,47.36842105,0
227,19-03-2020,06:00 PM,Uttarakhand,0,0,1,1,0,0
228,19-03-2020,06:00 PM,West Bengal,0,0,1,1,0,0
229,20-03-2020,06:00 PM,Andhra Pradesh,0,0,3,3,0,0
230,20-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
231,20-03-2020,06:00 PM,Delhi,5,1,17,11,29.41176471,5.882352941
232,20-03-2020,06:00 PM,Gujarat,0,0,5,5,0,0
233,20-03-2020,06:00 PM,Haryana,0,0,17,17,0,0
234,20-03-2020,06:00 PM,Karnataka,1,1,15,13,6.666666667,6.666666667
235,20-03-2020,06:00 PM,Kerala,3,0,28,25,10.71428571,0
236,20-03-2020,06:00 PM,Maharashtra,0,1,52,51,0,1.923076923
237,20-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
238,20-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
239,20-03-2020,06:00 PM,Punjab,0,1,2,1,0,50
240,20-03-2020,06:00 PM,Rajasthan,3,0,17,14,17.64705882,0
241,20-03-2020,06:00 PM,Tamil Nadu,1,0,3,2,33.33333333,0
242,20-03-2020,06:00 PM,Telengana,1,0,17,16,5.882352941,0
243,20-03-2020,06:00 PM,Chandigarh,0,0,1,1,0,0
244,20-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
245,20-03-2020,06:00 PM,Ladakh,0,0,10,10,0,0
246,20-03-2020,06:00 PM,Uttar Pradesh,9,0,23,14,39.13043478,0
247,20-03-2020,06:00 PM,Uttarakhand,0,0,3,3,0,0
248,20-03-2020,06:00 PM,West Bengal,0,0,2,2,0,0
249,21-03-2020,06:00 PM,Andhra Pradesh,0,0,3,3,0,0
250,21-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
251,21-03-2020,06:00 PM,Delhi,5,1,26,20,19.23076923,3.846153846
252,21-03-2020,06:00 PM,Gujarat,0,0,7,7,0,0
253,21-03-2020,06:00 PM,Haryana,0,0,17,17,0,0
254,21-03-2020,06:00 PM,Himachal Pradesh,0,0,2,2,0,0
255,21-03-2020,06:00 PM,Karnataka,1,1,15,13,6.666666667,6.666666667
256,21-03-2020,06:00 PM,Kerala,3,0,40,37,7.5,0
257,21-03-2020,06:00 PM,Madhya Pradesh,0,0,4,4,0,0
258,21-03-2020,06:00 PM,Maharashtra,0,1,63,62,0,1.587301587
259,21-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
260,21-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
261,21-03-2020,06:00 PM,Punjab,0,1,13,12,0,7.692307692
262,21-03-2020,06:00 PM,Rajasthan,3,0,17,14,17.64705882,0
263,21-03-2020,06:00 PM,Tamil Nadu,1,0,3,2,33.33333333,0
264,21-03-2020,06:00 PM,Telengana,1,0,21,20,4.761904762,0
265,21-03-2020,06:00 PM,Chandigarh,0,0,1,1,0,0
266,21-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
267,21-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
268,21-03-2020,06:00 PM,Uttar Pradesh,9,0,24,15,37.5,0
269,21-03-2020,06:00 PM,Uttarakhand,0,0,3,3,0,0
270,21-03-2020,06:00 PM,West Bengal,0,0,3,3,0,0
271,22-03-2020,06:00 PM,Andhra Pradesh,0,0,5,5,0,0
272,22-03-2020,06:00 PM,Bihar,0,1,2,1,0,50
273,22-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
274,22-03-2020,06:00 PM,Delhi,5,1,29,23,17.24137931,3.448275862
275,22-03-2020,06:00 PM,Gujarat,0,1,18,17,0,5.555555556
276,22-03-2020,06:00 PM,Haryana,0,0,21,21,0,0
277,22-03-2020,06:00 PM,Himachal Pradesh,0,0,2,2,0,0
278,22-03-2020,06:00 PM,Karnataka,2,1,26,23,7.692307692,3.846153846
279,22-03-2020,06:00 PM,Kerala,3,0,52,49,5.769230769,0
280,22-03-2020,06:00 PM,Madhya Pradesh,0,0,4,4,0,0
281,22-03-2020,06:00 PM,Maharashtra,0,2,67,65,0,2.985074627
282,22-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
283,22-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
284,22-03-2020,06:00 PM,Punjab,0,1,21,20,0,4.761904762
285,22-03-2020,06:00 PM,Rajasthan,3,0,24,21,12.5,0
286,22-03-2020,06:00 PM,Tamil Nadu,1,0,7,6,14.28571429,0
287,22-03-2020,06:00 PM,Telengana,1,0,22,21,4.545454545,0
288,22-03-2020,06:00 PM,Chandigarh,0,0,5,5,0,0
289,22-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
290,22-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
291,22-03-2020,06:00 PM,Uttar Pradesh,9,0,27,18,33.33333333,0
292,22-03-2020,06:00 PM,Uttarakhand,0,0,3,3,0,0
293,22-03-2020,06:00 PM,West Bengal,0,0,4,4,0,0
294,23-03-2020,06:00 PM,Andhra Pradesh,0,0,7,7,0,0
295,23-03-2020,06:00 PM,Bihar,0,1,2,1,0,50
296,23-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
297,23-03-2020,06:00 PM,Delhi,5,1,29,23,17.24137931,3.448275862
298,23-03-2020,06:00 PM,Gujarat,0,1,29,28,0,3.448275862
299,23-03-2020,06:00 PM,Haryana,0,0,26,26,0,0
300,23-03-2020,06:00 PM,Himachal Pradesh,0,0,2,2,0,0
301,23-03-2020,06:00 PM,Karnataka,2,1,33,30,6.060606061,3.03030303
302,23-03-2020,06:00 PM,Kerala,3,0,67,64,4.47761194,0
303,23-03-2020,06:00 PM,Madhya Pradesh,0,0,6,6,0,0
304,23-03-2020,06:00 PM,Maharashtra,0,2,74,72,0,2.702702703
305,23-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
306,23-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
307,23-03-2020,06:00 PM,Punjab,0,1,21,20,0,4.761904762
308,23-03-2020,06:00 PM,Rajasthan,3,0,28,25,10.71428571,0
309,23-03-2020,06:00 PM,Tamil Nadu,1,0,9,8,11.11111111,0
310,23-03-2020,06:00 PM,Telengana,1,0,32,31,3.125,0
311,23-03-2020,06:00 PM,Chandigarh,0,0,6,6,0,0
312,23-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
313,23-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
314,23-03-2020,06:00 PM,Uttar Pradesh,9,0,31,22,29.03225806,0
315,23-03-2020,06:00 PM,Uttarakhand,0,0,3,3,0,0
316,23-03-2020,06:00 PM,West Bengal,0,0,7,7,0,0
317,24-03-2020,06:00 PM,Andhra Pradesh,0,0,8,8,0,0
318,24-03-2020,06:00 PM,Bihar,0,1,3,2,0,33.33333333
319,24-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
320,24-03-2020,06:00 PM,Delhi,6,1,30,23,20,3.333333333
321,24-03-2020,06:00 PM,Gujarat,0,1,33,32,0,3.03030303
322,24-03-2020,06:00 PM,Haryana,11,0,28,17,39.28571429,0
323,24-03-2020,06:00 PM,Himachal Pradesh,0,1,3,2,0,33.33333333
324,24-03-2020,06:00 PM,Karnataka,3,1,37,33,8.108108108,2.702702703
325,24-03-2020,06:00 PM,Kerala,4,0,95,91,4.210526316,0
326,24-03-2020,06:00 PM,Madhya Pradesh,0,0,7,7,0,0
327,24-03-2020,06:00 PM,Maharashtra,0,2,89,87,0,2.247191011
328,24-03-2020,06:00 PM,Manipur,0,0,1,1,0,0
329,24-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
330,24-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
331,24-03-2020,06:00 PM,Punjab,0,1,29,28,0,3.448275862
332,24-03-2020,06:00 PM,Rajasthan,3,0,32,29,9.375,0
333,24-03-2020,06:00 PM,Tamil Nadu,1,0,15,14,6.666666667,0
334,24-03-2020,06:00 PM,Telengana,1,0,35,34,2.857142857,0
335,24-03-2020,06:00 PM,Chandigarh,0,0,7,7,0,0
336,24-03-2020,06:00 PM,Jammu and Kashmir,0,0,4,4,0,0
337,24-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
338,24-03-2020,06:00 PM,Uttar Pradesh,11,0,33,22,33.33333333,0
339,24-03-2020,06:00 PM,Uttarakhand,0,0,4,4,0,0
340,24-03-2020,06:00 PM,West Bengal,0,1,9,8,0,11.11111111
341,25-03-2020,06:00 PM,Andhra Pradesh,1,0,9,8,11.11111111,0
342,25-03-2020,06:00 PM,Bihar,0,1,4,3,0,25
343,25-03-2020,06:00 PM,Chhattisgarh,0,0,1,1,0,0
344,25-03-2020,06:00 PM,Delhi,6,1,31,24,19.35483871,3.225806452
345,25-03-2020,06:00 PM,Gujarat,0,1,38,37,0,2.631578947
346,25-03-2020,06:00 PM,Haryana,11,0,28,17,39.28571429,0
347,25-03-2020,06:00 PM,Himachal Pradesh,0,1,3,2,0,33.33333333
348,25-03-2020,06:00 PM,Karnataka,3,1,41,37,7.317073171,2.43902439
349,25-03-2020,06:00 PM,Kerala,4,0,109,105,3.669724771,0
350,25-03-2020,06:00 PM,Madhya Pradesh,0,0,14,14,0,0
351,25-03-2020,06:00 PM,Maharashtra,1,3,128,124,0.78125,2.34375
352,25-03-2020,06:00 PM,Manipur,0,0,1,1,0,0
353,25-03-2020,06:00 PM,Mizoram,0,0,1,1,0,0
354,25-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
355,25-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
356,25-03-2020,06:00 PM,Punjab,0,1,29,28,0,3.448275862
357,25-03-2020,06:00 PM,Rajasthan,3,0,36,33,8.333333333,0
358,25-03-2020,06:00 PM,Tamil Nadu,1,0,18,17,5.555555556,0
359,25-03-2020,06:00 PM,Telengana,1,0,35,34,2.857142857,0
360,25-03-2020,06:00 PM,Chandigarh,0,0,7,7,0,0
361,25-03-2020,06:00 PM,Jammu and Kashmir,1,0,7,6,14.28571429,0
362,25-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
363,25-03-2020,06:00 PM,Uttar Pradesh,11,0,37,26,29.72972973,0
364,25-03-2020,06:00 PM,Uttarakhand,0,0,4,4,0,0
365,25-03-2020,06:00 PM,West Bengal,0,1,9,8,0,11.11111111
366,26-03-2020,06:00 PM,Andaman and Nicobar Islands,0,0,1,1,0,0
367,26-03-2020,06:00 PM,Andhra Pradesh,1,0,11,10,9.090909091,0
368,26-03-2020,06:00 PM,Bihar,0,1,6,5,0,16.66666667
369,26-03-2020,06:00 PM,Chandigarh,0,0,7,7,0,0
370,26-03-2020,06:00 PM,Chhattisgarh,0,0,6,6,0,0
371,26-03-2020,06:00 PM,Delhi,6,1,36,29,16.66666667,2.777777778
372,26-03-2020,06:00 PM,Goa,0,0,3,3,0,0
373,26-03-2020,06:00 PM,Gujarat,0,3,43,40,0,6.976744186
374,26-03-2020,06:00 PM,Haryana,11,0,30,19,36.66666667,0
375,26-03-2020,06:00 PM,Himachal Pradesh,0,1,3,2,0,33.33333333
376,26-03-2020,06:00 PM,Jammu and Kashmir,1,0,13,12,7.692307692,0
377,26-03-2020,06:00 PM,Karnataka,3,2,55,50,5.454545455,3.636363636
378,26-03-2020,06:00 PM,Kerala,6,0,118,112,5.084745763,0
379,26-03-2020,06:00 PM,Ladakh,0,0,13,13,0,0
380,26-03-2020,06:00 PM,Madhya Pradesh,0,1,20,19,0,5
381,26-03-2020,06:00 PM,Maharashtra,1,3,124,120,0.806451613,2.419354839
382,26-03-2020,06:00 PM,Manipur,0,0,1,1,0,0
383,26-03-2020,06:00 PM,Mizoram,0,0,1,1,0,0
384,26-03-2020,06:00 PM,Odisha,0,0,2,2,0,0
385,26-03-2020,06:00 PM,Puducherry,0,0,1,1,0,0
386,26-03-2020,06:00 PM,Punjab,0,1,33,32,0,3.03030303
